DIRECTORIO;CANT_HOG_COMPLETOS;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P1070;P4005;P4015;P4567;P8520;P8520S1;P8520S1A1;P8520S3;P8520S4;P8520S4A1;P8520S5;P4065;P4065S1;P4065S2;P4065S3;P4065S4;P5661;P5661S1;P5661S2;P5661S3;P5661S4;P5661S5;P5661S6;P5661S7;P5661S9;P1891;P1891S1;P1891S2;P1891S3;P1891S4;P1891S5;FEX_C;CLASE
6002844;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;2;3;1;1;1;3;2;1; ;2;2;2;2;2;1885,21127650923;1
6002845;1;1;1;1;2;1;4;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;4;4;1;4;4;4;3; ;1;2;2;2;2;1079,42790711066;1
6002846;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;2;2;2;2;1079,42790711066;1
6002848;1;1;1;1;2;1;6;1; ;1;1;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;4;1;1; ;2;2;2;2;2;1507,1356696061;1
6002849;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;4;1;1;4;1;4;2;1; ;2;2;2;2;2;1327,78949102028;1
6002850;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;3;1;2;3;3;1;4;1; ;2;2;2;2;2;1225,31550980165;1
6002851;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;4;1;1;1;4;1;1;1; ;2;2;1;2;2;1079,42790711066;1
6002852;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;2;1;1;1;1; ;2;2;2;2;2;1149,30226656958;1
6002853;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;2;1;1;1;2;1; ;2;2;2;2;2;1137,22557632541;1
6002854;1;1;1;1;2;1;4;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1137,22557632541;1
6002855;1;1;1;1;2;1;3;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1137,22557632541;1
6002856;1;1;1;1;2;1;3;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1110,76483833886;1
6002857;1;1;1;1;2;1;3;1; ;1;4;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;888,863992415792;1
6002858;1;1;1;1;1;1;6;4; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;1;2;2;2;1312,91196641887;1
6002859;1;1;1;1;1;1;6;4; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;2;1;1;1;2; ;2;2;2;2;2;1153,72178270205;1
6002860;1;1;1;1;1;1;6;4; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;4;1; ;2;2;2;2;1;1035,45102157907;1
6002861;1;1;1;1;1;1;4;1; ;1;1;1;1;2;1; ;2;2;2;2; ;4;1;1;1;1;1;1;1; ;2;2;2;2;2;1542,24007830832;1
6002862;1;1;1;1;1;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;3;3; ;2;2;2;2;2;1943,29747353232;1
6002863;1;1;1;1;2;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;4;4;4;4;4;3;3;4; ;1;1;1;2;2;1269,93408713932;1
6002864;1;1;1;1;1;3;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;2;1;1; ;1;2;2;2;2;1049,76134885907;1
6002865;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;1;2;2;2; ;3;4;1;1;1;4;4;1; ;1;2;2;2;2;1153,72178270205;1
6002866;1;1;1;1;2;1;4;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;2;1;2;1; ;2;2;2;2;2;1269,93408713932;1
6002867;1;1;1;1;2;1;6;4; ;1;2;1;1;2;1; ;2;2;2;1; ;1;1;2;1;2;2;4;1; ;1;1;2;2;2;1269,93408713932;1
6002868;1;1;1;1;1;1;6;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;4;1; ;2;2;2;2;2;1317,1228436252;1
6002869;1;1;1;1;2;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;2;1;1;1;1;1; ;2;1;2;2;2;1510,4510134777;1
6002870;1;1;1;1;2;1;6;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;2;2;4;1; ;2;2;2;2;2;1697,53729451912;1
6002871;1;1;1;1;1;1;6;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;2;1;1;1;1; ;2;1;2;2;2;1269,93408713932;1
6002872;1;1;1;1;1;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;4;1;1;1;1;2;4;1; ;2;2;2;2;2;1153,72178270205;1
6002873;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1458,10973255601;1
6002874;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;2;1;1;3;1;1;1; ;1;2;2;2;2;901,757550356193;1
6002875;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;4;1;1;1;1;1;3;1; ;2;2;2;2;2;1301,72558120492;1
6002876;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;1;1;1; ;2;2;2;2;2;1347,04995255455;1
6002880;1;1;1;1;1;1;6;1; ;1;2;1;1;2;1; ;1;2;2;2; ;1;1;1;1;1;1;3;1; ;1;2;2;2;2;1262,6267129479;1
6002891;1;1;1;1;1;1;5;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;3;1; ;2;2;2;2;2;1417,93788564219;1
6002892;1;1;1;1;1;1;4;4; ;1;3;1;1;2;1; ;2;2;2;2; ;2;1;4;1;1;1;4;1; ;2;1;1;2;2;1001,50710699285;1
6002893;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;2;3;1; ;2;2;2;2;2;716,667574031234;1
6002894;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;4;1;1;1;1;1; ;2;2;2;2;2;1230,83764811728;1
6002895;1;1;1;1;1;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;3;3;1; ;1;1;2;2;2;1095,08572020869;1
6002896;1;1;1;1;1;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;2;2;1;2;4;4;1; ;2;2;2;2;2;901,757550356193;1
6002897;1;1;1;1;1;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;3;3;1; ;2;2;2;2;2;823,557998836788;1
6002898;1;1;1;1;1;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1135,93300601494;1
6002899;1;1;1;1;1;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;2;2;2;1;1;1;2;1; ;2;2;2;2;2;678,165763558475;1
6002900;1;1;1;1;1;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;2;1;2; ;2;2;2;2;1;1135,93300601494;1
6002901;1;1;1;1;1;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;2;2;1;4;1;2;1;1; ;2;2;2;1;2;988,175282309583;1
6002902;1;1;1;1;1;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;2;2;1;2;1;1;2; ;2;2;2;2;2;823,557998836788;1
6002903;1;1;1;1;1;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;4;4;4;1;1;4;4; ;2;2;2;2;2;1241,75409151039;1
6002904;1;1;1;1;1;3;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;1;2;2;1515,55669768018;1
6002905;1;1;1;1;1;1;6;4; ;1;2;1;1;2;1; ;1;2;2;2; ;1;2;4;4;1;1;4;1; ;1;1;2;1;2;1387,93712792694;1
6002906;1;1;1;1;2;3;6;4; ;1;2;1;1;2;1; ;1;2;2;2; ;2;2;2;1;1;1;2;1; ;2;1;2;2;2;1618,39798048607;1
6002907;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;4;2;1;4;4;4; ;2;2;2;2;2;1026,19411179989;1
6002908;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;2;4;1; ;1;1;2;2;2;1369,5816088999;1
6002909;1;1;1;1;1;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;3; ;2;2;2;2;2;1159,83993689137;1
6002910;1;1;1;1;2;1;4;1; ;1;5;1;1;2;1; ;2;2;2;2; ;2;1;2;2;3;1;2;1; ;1;2;1;2;2;1332,23099525175;1
6002911;1;1;1;1;1;1;6;3; ;1;1;2;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1814,05037178579;1
6002912;1;1;1;1;1;1;4;2; ;1;1;2;1;2;1; ;1;2;2;2; ;1;2;1;1;1;1;2;1; ;2;2;2;2;2;2104,63337531887;1
6002913;1;1;1;1;1;1;4;3; ;1;1;2;1;2;1; ;2;2;2;2; ;2;2;1;1;1;1;1;1; ;2;2;2;2;2;1571,6479572524;1
6002914;1;1;1;1;1;5;4;2; ;1;1;2;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;1333,56381402981;1
6002915;1;1;1;1;1;1;4;3; ;1;1;2;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1661,98001330501;1
6002916;1;1;1;1;1;3;4;2; ;1;1;2;1;2;1; ;2;2;2;1; ;4;1;1;1;1;1;1;1; ;2;2;1;2;1;1626,84816146755;1
6002917;1;1;1;1;1;1;2;3; ;1;1;2;1;2;1; ;2;2;2;2; ;4;2;1;1;1;1;1;1; ;2;2;2;2;2;1723,73658077295;1
6002918;1;1;1;1;1;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;4;4;1;1;3;3;4; ;1;2;2;2;2;1312,08038849092;1
6002919;1;1;1;1;2;7;6;4; ;1;1;1;1;2;1; ;1;2;2;2; ;1;1;2;1;1;1;1;1; ;1;2;2;2;2;2312,96773403168;1
6002920;1;1;1;1;3;7;6;4; ;1;1;1;1;2;1; ;2;2;2;1; ;1;2;1;1;1;1;3;3; ;1;1;2;2;1;1807,32545801251;1
6002921;1;1;1;1;2;4;6;1; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;1;2;2;2;1509,89138978445;1
6002922;1;1;1;1;1;1;4;1; ;1;5;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;2573,33142184032;1
6002923;1;1;1;1;1;1;4;1; ;1;5;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;3;1;1; ;1;2;2;2;2;4253,17599314279;1
6002924;2;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;2;1;1; ;1;1;1;2;2;4326,7608127592;1
6002925;1;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;4;2;2;2;1;1;3;3; ;2;2;2;2;2;2726,89787807705;1
6002927;1;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;3;1;1;1;1;1;1;1; ;2;2;2;2;2;3178,98192746222;1
6002928;1;1;1;1;1;1;6;3; ;1;3;1;1;7;1; ;2;2;2;2; ;3;1;2;1;4;1;2;4; ;2;2;2;2;2;384,602464898652;1
6002941;1;1;1;1;1;1;6;3; ;1;1;1;1;2;1; ;1;2;2;2; ;2;2;1;1;1;2;3;1; ;1;1;2;2;1;553,148696545484;1
6002942;1;1;1;1;1;1;4;3; ;1;1;1;1;2;1; ;1;2;2;2; ;2;2;1;1;1;2;2;1; ;1;2;2;2;2;805,554855177225;1
6002943;1;1;1;1;1;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;2;2;1;1;1;3;1; ;2;2;2;2;2;764,398859074936;1
6002944;1;1;1;1;1;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;2;2;1; ;1;1;2;2;2;932,810910847735;1
6002947;1;1;1;1;1;1;6;3; ;1;1;1;1;2;1; ;1;2;2;2; ;2;2;1;1;1;2;2;1; ;1;1;1;1;1;602,597543453681;1
6002948;1;1;1;1;1;5;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;2;4;2;2;1;1;4;1; ;2;1;2;1;1;1240,15039807384;1
6002949;1;1;1;1;1;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;2;2;1;1;1;4;2; ;2;2;2;2;2;828,590528744667;1
6002950;1;1;1;1;2;1;6;3; ;1;2;1;1;2;1; ;2;2;2;2; ;4;1;1;1;1;2;4;2; ;2;2;2;2;2;720,392913624494;1
6002951;1;1;1;1;1;1;6;4; ;1;3;1;1;2;1; ;1;2;2;2; ;2;2;1;1;1;2;2;1; ;2;2;2;2;2;593,703925591248;1
6002952;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;2;2;1;1;2;1;4;1; ;2;2;2;2;2;732,93604178783;1
6002953;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;2;1;2;1;2;1;3;1; ;2;2;2;2;2;593,703925591248;1
6002954;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;2;1;1;2;1;1;2;1; ;2;2;2;2;2;569,407704644672;1
6002955;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;2;1;2;1;1;1;2;1; ;2;2;2;2;2;732,93604178783;1
6002956;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;2;2;2;2;2;1;4;2; ;2;2;2;2;2;732,93604178783;1
6002957;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;2;1;2;1;1;1;2;1; ;2;2;2;2;2;732,93604178783;1
6002958;1;1;1;1;1;1;4;3; ;1;3;1;1;7;1; ;2;2;2;2; ;3;1;2;2;1;2;2;1; ;2;2;2;2;2;662,178542834094;1
6002959;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;4;1;4;1;1;1;4;1; ;1;2;2;2;2;535,422751801681;1
6002960;1;1;1;1;2;1;4;1; ;1;1;1;1;2;1; ;2;2;2;2; ;2;2;2;2;1;2;3;2; ;2;2;2;2;2;572,750535796705;1
6002961;1;1;1;1;2;1;4;3; ;1;1;1;1;2;1; ;2;2;2;2; ;2;1;1;2;2;1;2;1; ;2;2;2;1;2;572,750535796705;1
6002962;1;1;1;1;1;1;4;1; ;1;1;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;2;2;2;582,561156050571;1
6002963;1;1;1;1;2;1;4;3; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;2;1;1;1;1; ;1;2;2;2;2;596,259731481219;1
6002964;1;1;1;1;1;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;3;2;1;3;1;1;3;1; ;2;2;2;2;2;474,221138013448;1
6002965;1;1;1;1;1;5;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;1;2;1;2;448,36605880421;1
6002967;1;1;1;1;1;5;6;3; ;1;1;1;1;2;1; ;1;2;2;2; ;3;3;1;3;2;2;2;1; ;2;2;2;1;2;513,523497804113;1
6002968;1;1;1;1;1;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;513,523497804113;1
6002969;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;2;2;1;1;1;2;1;1; ;2;2;2;2;2;491,280299946224;1
6002970;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;1;2;1; ;1;2;2;2;2;486,922053512677;1
6002971;1;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;2;2;2;2;444,007812370663;1
6002972;1;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;3;2;1; ;2;2;2;2;2;540,256433247823;1
6002975;1;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;2;2;1; ;1;2;2;2;2;880,003912316123;1
6002976;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;433,54704714602;1
6002977;1;1;1;1;2;1;4;1; ;1;2;1;1;4;1; ;2;2;2;2; ;2;3;2;1;4;4;3;1; ;1;2;2;2;2;680,066308750215;1
6002978;1;1;1;1;2;1;4;1; ;1;2;1;1;4;1; ;2;2;2;2; ;1;1;1;1;1;2;1;1; ;2;2;2;2;2;441,940834879816;1
6002979;1;1;1;1;2;1;4;3; ;1;2;1;1;4;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;680,066308750215;1
6002980;1;1;1;1;2;1;4;1; ;1;2;1;1;4;1; ;2;2;2;2; ;2;1;1;1;1;1;2;1; ;2;2;2;2;2;568,230022937539;1
6002981;1;1;1;1;2;1;4;1; ;1;2;1;1;4;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;551,215805661698;1
6002982;1;1;1;1;2;1;6;3; ;1;2;1;1;4;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;1;627,312506773217;1
6002983;1;1;1;1;1;3;6;3; ;1;2;1;1;4;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;2;2;2;284,352889011071;1
6002984;1;1;1;1;1;1;6;7; ;1;2;1;1;4;1; ;2;2;2;2; ;2;1;1;1;1;4;2;1; ;1;1;2;2;1;552,693945824533;1
6002985;1;1;1;1;1;2;5;2; ;1;3;1;1;4;1; ;2;2;2;1; ;3;2;1;2;1;2;2;1; ;2;1;2;2;2;603,553636244056;1
6002986;1;1;1;1;1;1;4;1; ;1;1;1;1;2;1; ;1;2;1;2; ;2;1;2;2;2;2;2;2; ;1;1;1;1;2;613,288664044535;1
6002987;1;1;1;1;1;1;6;1; ;1;2;1;1;2;1; ;2;2;1;2; ;1;3;3;2;1;1;2;1; ;1;2;1;1;2;493,497069164725;1
6002988;1;1;1;1;1;1;6;4; ;1;2;1;1;2;1; ;2;2;1;2; ;1;2;1;1;1;1;1;1; ;1;1;1;1;1;394,877062750587;1
6002989;1;1;1;1;2;1;6;1; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;2;2;1;1;1;2; ;2;2;2;2;2;1044,48735896653;1
6002990;1;1;1;1;1;1;6;1; ;1;1;1;1;2;1; ;2;2;2;2; ;3;2;1;2;1;1;2;1; ;1;2;1;1;2;682,117305849214;1
6002991;1;1;1;1;1;1;6;3; ;1;2;1;1;4;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;1;2;2;1;2;507,669398939025;1
6002994;1;1;1;1;1;1;4;4; ;1;2;1;1;4;1; ;2;2;2;1; ;2;2;2;1;1;3;4;1; ;2;1;1;2;1;467,1585116241;1
6002995;1;1;1;1;2;1;6;1; ;1;1;1;1;2;1; ;2;2;2;2; ;4;2;3;2;1;2;2;1; ;2;2;2;1;2;550,414366600258;1
6002997;1;1;1;1;1;1;4;3; ;1;2;1;1;4;1; ;2;2;2;2; ;2;2;1;1;1;3;1;1; ;2;1;1;1;1;442,93158771314;1
6002998;1;1;1;1;2;1;2;1; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;438,015302172408;1
6002999;1;1;1;1;2;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;1;2;1; ;2;2;2;2;2;550,414366600258;1
6003000;1;1;1;1;2;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;2;3;2;1;1;1;3;1; ;2;2;2;2;2;493,497069164725;1
6003001;1;1;1;1;2;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;493,497069164725;1
6003002;1;1;1;1;2;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;550,414366600258;1
6003003;1;1;1;1;2;1;4;1; ;1;4;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;1;1;2; ;2;2;2;2;2;550,414366600258;1
6003004;1;1;1;1;2;1;2;1; ;1;4;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;1;2;2;2;902,602749880314;1
6003005;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;2;2;2;514,542294380136;1
6003006;1;1;1;1;2;1;6;2; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;612,299601959082;1
6003007;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;2;1;1;2;3;1; ;2;1;2;2;2;745,193427722938;1
6003008;1;1;1;1;2;2;5;2; ;1;3;1;1;2;2; ;2;2;2;2; ;1;1;2;1;1;2;3;1; ;2;1;1;1;2;1144,9542005513;1
6003009;1;1;1;1;1;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;2;2;1;1;1;2;1; ;1;2;2;2;2;812,683966267808;1
6003010;1;1;1;1;2;1;4;3; ;1;2;1;1;2;1; ;2;2;2;1; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;593,018903988765;1
6003011;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;2;1;1;2;2;1; ;2;2;2;2;2;745,193427722938;1
6003012;1;1;1;1;2;1;4;1; ;1;2;1;1;2;2; ;2;2;2;2; ;1;2;2;1;1;1;1;1; ;1;2;2;2;2;906,544300241351;1
6003014;1;1;1;1;2;1;4;2; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;590,929451250711;1
6003015;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;2;1;2;2;1;2;1;1; ;2;2;2;2;2;564,078756718221;1
6003016;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;564,078756718221;1
6003017;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;2;1;2;1;1;1;1;1; ;2;2;2;2;2;718,822358634758;1
6003018;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;1093,81874387422;1
6003019;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;1;2;2;1;2;906,544300241351;1
6003020;1;1;1;1;2;1;4;1; ;1;3;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;561,164145282003;1
6003022;1;1;1;1;1;1;4;1; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;1175,69765660058;1
6003025;1;1;1;1;2;1;4;1; ;1;3;1;1;3;1; ;2;2;2;2; ;2;2;2;1;1;1;2;1; ;2;2;2;2;2;512,943300041143;1
6003028;1;1;1;1;2;1;4;2; ;1;3;1;1;3;1; ;2;2;2;2; ;2;1;1;1;1;2;1;1; ;2;2;2;2;2;408,330683996927;1
6003029;1;1;1;1;2;1;6;4; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;3;2;1; ;1;2;2;2;1;850,616566800323;1
6003030;1;1;1;1;2;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;1;3;1; ;2;2;2;2;2;702,143168092014;1
6003031;1;1;1;1;2;1;6;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;702,143168092014;1
6003032;1;1;1;1;2;1;4;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;734,276252388257;1
6003033;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;1; ;2;2;2;2;2;505,008390364233;1
6003035;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;748,550118688023;1
6003036;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;3;2;1; ;1;2;2;2;2;804,209616204314;1
6003037;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;2;2;2;2;2;538,182325303096;1
6003038;1;1;1;1;2;1;4;1; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;462,866232017938;1
6003039;1;1;1;1;1;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;2;1;1; ;2;2;2;2;2;373,703460051195;1
6003040;1;1;1;1;1;1;4;2; ;1;1;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;2;1;1; ;2;2;2;2;2;714,401377922212;1
6003041;1;1;1;1;2;1;6;3; ;1;1;1;1;2;1; ;2;2;2;2; ;2;1;2;1;1;2;2;1; ;2;2;2;2;2;566,175609519909;1
6003042;1;1;1;1;1;1;4;2; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;476,274177581721;1
6003043;1;1;1;1;2;1;4;1; ;1;1;1;1;2;1; ;2;2;2;2; ;1;2;1;1;1;2;2;1; ;1;2;2;2;2;548,946301105579;1
6003044;1;1;1;1;1;1;4;2; ;1;1;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;1;1; ;2;2;2;2;2;552,604051480437;1
6003045;1;1;1;1;2;1;6;3; ;1;1;1;1;2;1; ;1;2;2;2; ;1;1;1;1;1;2;2;1; ;2;1;1;2;1;729,470923090762;1
6003046;1;1;1;1;2;1;2;3; ;1;2;1;1;2;1; ;2;2;2;2; ;1;1;1;1;1;1;2;2; ;2;2;2;2;2;589,7639758613;1
6003047;1;1;1;1;2;1;4;1; ;1;1;1;1;2;1; ;2;2;2;2; ;2;1;1;1;1;1;1;1; ;1;2;2;2;2;855,818132555875;1
6003055;1;1;1;1;1;5;6;4; ;1;1;2;1;1;1; ;2;2;2;2; ;1;2;3;2;1;2;2;1; ;2;1;2;2;2;2241,17286688054;1
6003056;1;1;1;1;1;1;6;3; ;1;1;2;1;1;1; ;2;2;2;2; ;2;3;1;1;1;1;2;1; ;1;2;2;2;2;2739,92127796828;1
